Unnamed: 0,小区名字,总价,户型,建筑面积,单价,朝向,楼层,装修,区域,楼房结构,房源发布时间
2569,金府花园,300万,3室1厅1卫, 130.63平米 ,22966元/平米,西,中楼层,精装,锦江区, 塔楼, 2个月前
2570,南纱帽街31号院,115万,2室1厅1卫, 56.3平米 ,20427元/平米,西南,高楼层,简装,锦江区, 板楼, 3个月前
2571,东升街90号,130万,3室0厅1卫, 69.4平米 ,18732元/平米,南,中楼层,简装,锦江区, 板塔结合, 2个月前
2572,融创香璟台东苑一期,345万,4室2厅1卫, 157.71平米 ,21876元/平米,南北,高楼层,精装,高新区, 板塔结合, 7个月前
2573,西延锦绣,328万,5室2厅1卫, 170.62平米 ,19225元/平米,东南,高楼层,精装,金牛区, 板楼, 1个月前
2574,蓉上坊一期,82万,1室1厅2卫, 45.95平米 ,17846元/平米,南,高楼层,精装,锦江区, 板塔结合, 1个月前
2575,上锦美地,152万,2室1厅1卫, 87.97平米 ,17279元/平米,东南,低楼层,精装,锦江区, 板楼, 1年前
2576,龙湖九里晴川,269万,3室2厅1卫, 113.11平米 ,23783元/平米,西,高楼层,精装,高新区, 板塔结合, 1个月前
2577,财富领地,82万,2室1厅1卫, 61.68平米 ,13262元/平米,西,高楼层,简装,青羊区, 塔楼, 3个月前
2578,白家塘街25号,75万,3室1厅2卫, 72.25平米 ,10381元/平米,南,高楼层,毛坯,青羊区, 板楼, 7个月前
2579,时代天骄,88万,2室1厅1卫, 73.83平米 ,11920元/平米,东北,中楼层,简装,青羊区, 塔楼, 5个月前
2580,水岸丽舍,95万,1室1厅1卫, 76.63平米 ,12398元/平米,东南,中楼层,精装,青羊区, 板楼, 6个月前
2581,帘官公所街49号,112万,3室2厅1卫, 90.57平米 ,12367元/平米,东南,中楼层,精装,青羊区, 板楼, 4个月前
2582,西府少城,260万,3室2厅1卫, 89.1平米 ,29181元/平米,东南,低楼层,精装,青羊区, 板塔结合, 10个月前
2583,瑞升望江橡树林三期,172万,2室2厅1卫, 68.38平米 ,25154元/平米,西,高楼层,精装,锦江区, 塔楼, 2个月前
2584,瑞升望江橡树林二期,220万,3室2厅1卫, 89.31平米 ,24634元/平米,南,低楼层,精装,锦江区, 板塔结合, 2个月前
2585,保利心语花园四期,320万,3室1厅3卫, 103.02平米 ,31062元/平米,东,中楼层,毛坯,高新区, 板塔结合, 3个月前
2586,双楠忆景,146万,2室2厅3卫, 76.74平米 ,19026元/平米,西南,中楼层,简装,武侯区, 板塔结合, 3个月前
2587,锦绣东方,49万,2室1厅2卫, 79.66平米 ,6152元/平米,东南,低楼层,毛坯,郫都区, 板楼, 4个月前
2588,温哥华花园六期,105万,3室2厅1卫, 101.38平米 ,10358元/平米,北,中楼层,简装,双流区, 塔楼, 3个月前
2589,公元西,150万,2室1厅1卫, 78.15平米 ,19194元/平米,西北,低楼层,简装,青羊区, 板楼, 1年前
2590,时代丽都美语,310万,4室2厅1卫, 171.85平米 ,18039元/平米,西南,中楼层,精装,武侯区, 板塔结合, 2个月前
2591,名著司南,200万,3室2厅1卫, 121.88平米 ,16410元/平米,东,高楼层,精装,高新区, 板塔结合, 2个月前
2592,华侨凤凰国际城,65万,2室1厅1卫, 86.94平米 ,7477元/平米,东南,中楼层,精装,郫都区, 塔楼, 1年前
2593,蜀鑫西TOWN,90万,2室1厅1卫, 64.76平米 ,13898元/平米,东南,中楼层,精装,郫都区, 塔楼, 7个月前
2594,三利麓山城春风里,185万,3室2厅1卫, 108.73平米 ,17015元/平米,东南,中楼层,精装,天府新区, 板塔结合, 2个月前
2595,风华庭,185万,3室2厅1卫, 104.75平米 ,17662元/平米,东北,高楼层,简装,武侯区, 板塔结合, 3个月前
2596,海桐三期,54万,1室1厅1卫, 46.63平米 ,11581元/平米,东南,低楼层,简装,锦江区, 塔楼, 7个月前
2597,东苑F区,245万,2室1厅3卫, 90.54平米 ,27060元/平米,南,中楼层,精装,高新区, 板塔结合, 4个月前
2598,蓉北商贸大道一段26号,81万,2室2厅1卫, 80.12平米 ,10110元/平米,西南,中楼层,其他,金牛区, 平房, 4个月前
2599,欣茂西郡兰庭B区,91万,3室2厅1卫, 109.93平米 ,8278元/平米,东南,低楼层,精装,郫都区, 板塔结合, 7个月前
2600,西派泊玥,305万,4室2厅1卫, 167.29平米 ,18232元/平米,南,高楼层,精装,成华区, 暂无数据, 4个月前
2601,置信丹郡湖岸,49万,2室2厅2卫, 70.53平米 ,6877元/平米,东南,低楼层,简装,彭州市, 塔楼, 4个月前
2602,东马棚街12号,115万,2室2厅2卫, 62.95平米 ,18269元/平米,东,高楼层,精装,青羊区, 板楼, 2个月前
2603,东御佲家,288万,4室2厅1卫, 137.16平米 ,20998元/平米,西南,中楼层,毛坯,锦江区, 塔楼, 1年前
2604,府河路苑,105万,2室1厅1卫, 80.27平米 ,13081元/平米,东西,低楼层,其他,金牛区, 板塔结合, 19天前
2605,保利花园二期,278万,3室2厅1卫, 112.48平米 ,24716元/平米,东南,高楼层,简装,新武侯区, 板楼, 15天前
2606,东山国际新城D区,55万,2室2厅1卫, 65.71平米 ,8371元/平米,东南,高楼层,简装,龙泉驿区, 板塔结合, 1年前
2607,锦和康城·康泰苑,92万,3室1厅1卫, 87.4平米 ,10527元/平米,东南,高楼层,毛坯,龙泉驿区, 暂无数据, 2个月前
2608,馨光嘉苑,65万,1室1厅1卫, 48.28平米 ,13464元/平米,北,低楼层,精装,青羊区, 塔楼, 9个月前
2609,千禧河畔D区,117万,3室2厅1卫, 77.93平米 ,15014元/平米,西北,高楼层,其他,新都区, 板塔结合, 1个月前
2610,中德英伦世邦K区,226万,3室2厅1卫, 89.14平米 ,25354元/平米,南,中楼层,毛坯,高新区, 板塔结合, 9个月前
2611,宏达世纪锦城,173万,3室2厅2卫, 98.42平米 ,17578元/平米,东南,低楼层,精装,天府新区, 塔楼, 13天前
2612,九峰·东方明珠,41万,1室1厅1卫, 52.73平米 ,7776元/平米,东,高楼层,精装,龙泉驿区, 塔楼, 6个月前
2613,观城,160万,3室2厅1卫, 77.56平米 ,20630元/平米,东西,中楼层,毛坯,成华区, 板塔结合, 13天前
2614,中海熙苑二期,216万,3室2厅1卫, 115.12平米 ,18764元/平米,东南,高楼层,精装,武侯区, 板楼, 7个月前
2615,优品尚东,190万,3室2厅2卫, 132.56平米 ,14319元/平米,南,低楼层,简装,成华区, 板塔结合, 1年前
2616,西锦集一期,78万,2室1厅1卫, 75.69平米 ,10306元/平米,东南,高楼层,精装,郫都区, 板楼, 5个月前
2617,翰林上岛,73万,2室1厅1卫, 65.07平米 ,11219元/平米,南西,低楼层,其他,双流区, 塔楼, 4个月前
2618,商鼎国际,70万,1室1厅1卫, 56.35平米 ,12423元/平米,南,高楼层,简装,武侯区, 板塔结合, 2个月前
2619,麓府,180万,3室2厅1卫, 103.94平米 ,17318元/平米,西南,高楼层,简装,天府新区, 塔楼, 4个月前
2620,美宸东方,78万,3室1厅1卫, 89.64平米 ,8702元/平米,东,高楼层,简装,龙泉驿区, 板塔结合, 6个月前
2621,华宇阳光水岸,105万,2室1厅1卫, 79.69平米 ,13177元/平米,东南,低楼层,其他,成华区, 板塔结合, 1个月前
2622,锦江城市花园二期,105万,3室2厅1卫, 65.09平米 ,16132元/平米,西南,中楼层,精装,锦江区, 板塔结合, 2个月前
2623,兴元绿洲一期,53万,1室1厅2卫, 44.58平米 ,11777元/平米,东南,高楼层,精装,金牛区, 板楼, 6个月前
2624,绿地圣路易名邸二期,228万,3室1厅1卫, 108.08平米 ,21096元/平米,东西,高楼层,精装,武侯区, 板塔结合, 2个月前
2625,滨江和城,218万,4室1厅2卫, 114.27平米 ,19078元/平米,东南,低楼层,精装,天府新区, 板塔结合, 27天前
2626,青南美湾,118万,2室1厅1卫, 77.71平米 ,15185元/平米,西南,高楼层,精装,天府新区, 板塔结合, 30天前
2627,远大林语城南庭,120万,2室1厅1卫, 82.28平米 ,14585元/平米,北,中楼层,简装,双流区, 板塔结合, 19天前
2628,洪柳花园三期,86万,2室1厅1卫, 78.24平米 ,10992元/平米,东北,中楼层,其他,龙泉驿区, 板塔结合, 21天前
2629,珑熙郡,229万,3室1厅1卫, 84.95平米 ,26958元/平米,东南,中楼层,精装,新武侯区, 塔楼, 23天前
2630,北湖龙珠,86万,2室1厅1卫, 88.44平米 ,9702元/平米,西北,高楼层,精装,成华区, 塔楼, 19天前
2631,泰和佳园,186万,2室1厅2卫, 90.86平米 ,20472元/平米,东南,中楼层,简装,武侯区, 塔楼, 6个月前
2632,星岛星时区,100万,4室1厅1卫, 142.54平米 ,6981元/平米,南,高楼层,毛坯,金堂县, 板楼, 8个月前
2633,三里花城,125万,2室1厅1卫, 75.04平米 ,16658元/平米,东南,中楼层,其他,双流区, 板塔结合, 7个月前
2634,保利花园一期,249万,3室2厅2卫, 98.48平米 ,25285元/平米,东北,中楼层,简装,新武侯区, 板楼, 4个月前
2635,阳光100米娅中心一期,62万,1室1厅1卫, 39.48平米 ,15705元/平米,东,低楼层,精装,成华区, 板塔结合, 4个月前
2636,万科第五城四期,128万,3室1厅1卫, 92.18平米 ,13886元/平米,北,低楼层,精装,双流区, 板塔结合, 4个月前
2637,美宸东方,77万,3室2厅1卫, 89.54平米 ,8600元/平米,东,中楼层,简装,龙泉驿区, 板塔结合, 6个月前
2638,神仙树馨苑,135万,2室1厅2卫, 73.5平米 ,18368元/平米,南,低楼层,精装,新都区, 塔楼, 3个月前
2639,紫御熙庭,275万,3室1厅1卫, 97.37平米 ,28243元/平米,南,高楼层,其他,青羊区, 板塔结合, 2个月前
2640,碧桂园海昌天澜,125万,4室2厅1卫, 127.96平米 ,9769元/平米,南,中楼层,毛坯,双流区, 板楼, 6个月前
2641,中铁奥维尔二期,90万,3室2厅1卫, 86平米 ,10407元/平米,东南,中楼层,精装,郫都区, 塔楼, 1年前
2642,泉水人家三期A区,58万,1室1厅1卫, 50.91平米 ,11393元/平米,南,中楼层,简装,金牛区, 板楼, 1个月前
2643,盘谷花园,251万,3室2厅1卫, 144.32平米 ,17392元/平米,南,高楼层,精装,武侯区, 塔楼, 2个月前
2644,东山国际新城H区三期,105万,3室2厅1卫, 90.34平米 ,11623元/平米,西南,高楼层,精装,龙泉驿区, 板塔结合, 1个月前
2645,时代花城豪庭二期,98万,3室2厅1卫, 122.9平米 ,7974元/平米,东南,中楼层,精装,郫都区, 板楼, 1个月前
2646,恒大名都,122万,2室1厅1卫, 75.24平米 ,16215元/平米,南,低楼层,精装,天府新区, 塔楼, 23天前
2647,五彩城,72万,2室2厅1卫, 74.53平米 ,9661元/平米,东北,低楼层,精装,郫都区, 塔楼, 1个月前
2648,中铁奥维尔二期,69万,3室2厅1卫, 86.15平米 ,8010元/平米,西南,高楼层,其他,郫都区, 塔楼, 16天前
2649,南城都汇汇智园二期,195万,2室2厅1卫, 89.61平米 ,21761元/平米,南,低楼层,简装,武侯区, 板塔结合, 19天前
2650,聚贤半岛花苑,109万,2室1厅2卫, 92.63平米 ,11768元/平米,东,中楼层,精装,金牛区, 板楼, 23天前
2651,锦江城市花园3期,84万,2室1厅1卫, 57.07平米 ,14719元/平米,东南,中楼层,其他,锦江区, 板塔结合, 12天前
2652,华润二十四城七期,358万,4室2厅2卫, 138.47平米 ,25854元/平米,西南,低楼层,其他,成华区, 板塔结合, 2个月前
2653,昊园江南壹品,89万,3室2厅2卫, 82.61平米 ,10750元/平米,南,高楼层,精装,龙泉驿区, 板塔结合, 3个月前
2654,滨江和城,136万,3室2厅1卫, 81.04平米 ,16782元/平米,西,低楼层,其他,天府新区, 板塔结合, 1个月前
2655,旺府豪庭,85万,3室1厅1卫, 90.58平米 ,9384元/平米,北,中楼层,简装,新都区, 塔楼, 2个月前
2656,龙湖三千城A区,190万,3室1厅1卫, 90.23平米 ,21058元/平米,西北,高楼层,精装,成华区, 板塔结合, 1个月前
2657,龙腾花园,105万,2室2厅1卫, 80.37平米 ,13065元/平米,西,高楼层,精装,武侯区, 板楼, 4个月前
2658,湟普国际,95万,2室1厅3卫, 74.62平米 ,12732元/平米,南,中楼层,精装,温江区, 板塔结合, 1年前
2659,四季映像,82万,3室1厅1卫, 74.77平米 ,10941元/平米,东南,低楼层,精装,龙泉驿区, 板塔结合, 1个月前
2660,中筑西府兰庭,175万,3室2厅1卫, 88.52平米 ,19770元/平米,东南,低楼层,简装,新武侯区, 板塔结合, 1年前
2661,南城都汇汇雅园二期,238万,2室1厅2卫, 86.94平米 ,27376元/平米,南北,高楼层,毛坯,武侯区, 板塔结合, 3个月前
2662,城投东庐,135万,3室1厅1卫, 88.15平米 ,15315元/平米,西,中楼层,精装,成华区, 塔楼, 4个月前
2663,蓝光圣菲TOWN城,100万,2室1厅2卫, 77.71平米 ,12856元/平米,东南,中楼层,精装,双流区, 塔楼, 3个月前
2664,空港十六区,98万,2室1厅2卫, 85.57平米 ,11453元/平米,东西,高楼层,精装,双流区, 塔楼, 2个月前
2665,华宇阳光水岸,113万,2室1厅1卫, 68.63平米 ,16466元/平米,西南,中楼层,精装,成华区, 板塔结合, 30天前
2666,千居朝阳,137万,2室1厅3卫, 85.7平米 ,15963元/平米,南,低楼层,简装,成华区, 塔楼, 15天前
2667,中铁西城东苑,118万,1室1厅1卫, 59.29平米 ,19903元/平米,东,高楼层,精装,青羊区, 塔楼, 1年前
2668,保利香槟国际,188万,3室1厅1卫, 100.39平米 ,18727元/平米,东南,中楼层,精装,金牛区, 板楼, 1年前
2669,华侨城纯水岸二期,215万,3室1厅1卫, 90.68平米 ,23710元/平米,南,中楼层,精装,金牛区, 板塔结合, 8个月前
2670,中海新华府,77万,1室1厅2卫, 46.03平米 ,16729元/平米,南,高楼层,简装,成华区, 塔楼, 3个月前
2671,中海熙苑二期,165万,3室1厅1卫, 89.97平米 ,18340元/平米,东南,低楼层,精装,武侯区, 板塔结合, 3个月前
2672,华润凤凰城三期,358万,3室1厅1卫, 123.99平米 ,28874元/平米,西南,高楼层,精装,高新区, 塔楼, 1年前
2673,城南名著,149万,3室1厅2卫, 123.76平米 ,12040元/平米,北,低楼层,简装,高新区, 板塔结合, 1年前
2674,百花小区,61万,3室2厅3卫, 111.04平米 ,5494元/平米,南,低楼层,精装,郫都区, 板楼, 1年前
2675,富力史丹尼国际公寓,160万,1室0厅1卫, 54.69平米 ,29256元/平米,东,高楼层,简装,青羊区, 塔楼, 30天前
2676,月映长滩c区,300万,4室3厅2卫, 242平米 ,12397元/平米,南北,低楼层,精装,温江区, 板塔结合, 30天前
2677,华莱丽景,73万,2室2厅1卫, 81.94平米 ,8909元/平米,南,高楼层,精装,双流区, 板楼, 8个月前
2678,临江苑西区,110万,1室1厅1卫, 51.14平米 ,21510元/平米,东南,中楼层,简装,高新区, 板塔结合, 8个月前
2679,东明街44号,76万,3室2厅2卫, 125.79平米 ,6042元/平米,东南,高楼层,精装,双流区, 板塔结合, 13天前
2680,交大智能二期,86万,2室1厅1卫, 74.8平米 ,11498元/平米,南,中楼层,简装,金牛区, 板楼, 3个月前
2681,锦西花园三期,218万,4室2厅2卫, 156.3平米 ,13948元/平米,西南,高楼层,精装,金牛区, 板楼, 5个月前
2682,新希望锦悦楠庭,172万,3室2厅1卫, 96.56平米 ,17813元/平米,南,高楼层,毛坯,武侯区, 板楼, 1年前
2683,交大智能五期,133万,3室1厅1卫, 131.87平米 ,10086元/平米,东南,高楼层,简装,金牛区, 板楼, 1年前
2684,西财学府尚郡,105万,3室1厅1卫, 122.03平米 ,8605元/平米,东北,中楼层,毛坯,温江区, 塔楼, 4个月前
2685,南城都汇汇翠园一期,320万,3室2厅1卫, 140.01平米 ,22856元/平米,南,低楼层,精装,武侯区, 板塔结合, 1年前
2686,比华利国际城二期,156万,2室1厅1卫, 77.77平米 ,20060元/平米,西南,中楼层,简装,锦江区, 板塔结合, 1个月前
2687,招商雍华府一期,185万,3室2厅2卫, 108.46平米 ,17057元/平米,西北,低楼层,精装,成华区, 板塔结合, 3个月前
2688,华宇静苑二期,175万,3室1厅1卫, 73.27平米 ,23885元/平米,西北,高楼层,精装,新武侯区, 板塔结合, 8个月前
2689,保利国宾首府二期,273万,4室1厅1卫, 141.31平米 ,19320元/平米,东南,高楼层,精装,金牛区, 板楼, 11个月前
2690,卓锦万黛,150万,3室2厅2卫, 95.54平米 ,15648元/平米,南,中楼层,精装,龙泉驿区, 板塔结合, 2个月前
2691,冠城花园二期,356万,5室2厅1卫, 173.59平米 ,20509元/平米,东南,高楼层,简装,青羊区, 板塔结合, 15天前
2692,华银美景,102万,2室2厅1卫, 83.93平米 ,12153元/平米,南,低楼层,简装,双流区, 板塔结合, 1年前
2693,冠城花园二期,280万,3室2厅1卫, 141.93平米 ,19729元/平米,东南,低楼层,简装,青羊区, 塔楼, 8个月前
2694,西财学府憬城,77万,3室2厅2卫, 84.05平米 ,9162元/平米,南,高楼层,简装,温江区, 塔楼, 1年前
2695,保利叶语,139万,3室2厅1卫, 85.53平米 ,16229元/平米,西,中楼层,毛坯,双流区, 板塔结合, 2个月前
2696,融创香璟台东苑三期,220万,3室2厅1卫, 116.52平米 ,18881元/平米,东,高楼层,精装,高新区, 板塔结合, 1年前
2697,清波小区A区,45万,1室1厅1卫, 42.46平米 ,10599元/平米,西,低楼层,精装,青羊区, 板楼, 3个月前
2698,水岸格林,168万,3室1厅1卫, 80.53平米 ,20862元/平米,南,低楼层,精装,青羊区, 板楼, 3个月前
2699,和信孔雀天成,133万,3室2厅1卫, 105.06平米 ,12660元/平米,东南,中楼层,精装,温江区, 板塔结合, 22天前
2700,汇融悉尼湾达令港,102万,3室2厅2卫, 93.55平米 ,10904元/平米,南,高楼层,毛坯,新都区, 板塔结合, 3个月前
2701,锦蓉佳苑,249万,4室2厅2卫, 137.13平米 ,18158元/平米,南,低楼层,毛坯,锦江区, 塔楼, 1年前
2702,长顺苑,105万,3室2厅1卫, 91.59平米 ,11465元/平米,东南,高楼层,简装,武侯区, 板楼, 1年前
2703,卓锦万黛,125万,3室2厅2卫, 82.99平米 ,15063元/平米,东,高楼层,精装,龙泉驿区, 板塔结合, 3个月前
2704,中央花园二期,75万,2室2厅1卫, 78.8平米 ,9518元/平米,南,中楼层,简装,武侯区, 板塔结合, 5个月前
2705,单飞鑫雅苑,71万,1室1厅2卫, 51.46平米 ,13798元/平米,东南,高楼层,精装,金牛区, 板楼, 1年前
2706,置信逸景苑,60万,3室2厅1卫, 71.98平米 ,8308元/平米,南,高楼层,精装,彭州市, 塔楼, 10个月前
2707,兴盛世家D区,97万,3室1厅1卫, 117.92平米 ,8226元/平米,西北,高楼层,简装,金牛区, 板楼, 1年前
2708,中铁瑞城三号线,147万,2室1厅1卫, 66.73平米 ,22030元/平米,东,中楼层,精装,新武侯区, 塔楼, 1年前
2709,南城都汇汇晴园五期,215万,3室2厅2卫, 89.93平米 ,23908元/平米,南,低楼层,精装,武侯区, 板楼, 1年前
2710,清水路苑,105万,2室1厅2卫, 82.46平米 ,12734元/平米,东,中楼层,简装,青羊区, 板塔结合, 1个月前
2711,恒大银海湖,110万,4室2厅2卫, 136.24平米 ,8074元/平米,东南,高楼层,其他,崇州市, 暂无数据, 1个月前
